3942019.689,2025-01-17 17-14-40.871
3947382.895,2025-01-17 17-14-41.836
4008406.736,2025-01-17 17-14-42.816
3983224.268,2025-01-17 17-14-43.923
3885948.947,2025-01-17 17-14-44.893
3868845.151,2025-01-17 17-14-45.870
3699667.506,2025-01-17 17-14-46.849
3449791.209,2025-01-17 17-14-47.814
3762278.032,2025-01-17 17-14-48.935
3889006.576,2025-01-17 17-14-49.901
3932063.617,2025-01-17 17-14-50.868
3909706.39,2025-01-17 17-14-51.839
3834681.693,2025-01-17 17-14-52.947
3773152.943,2025-01-17 17-14-53.929
3756622.138,2025-01-17 17-14-54.896
3771504.46,2025-01-17 17-14-55.868
3763002.916,2025-01-17 17-14-56.840
3768198.469,2025-01-17 17-14-57.814
3735823.651,2025-01-17 17-14-58.917
3707445.645,2025-01-17 17-14-59.882
3713009.492,2025-01-17 17-15-00.864
3753345.908,2025-01-17 17-15-01.835
3743084.705,2025-01-17 17-15-02.854
3684413.312,2025-01-17 17-15-03.823
3721662.626,2025-01-17 17-15-04.936
3731606.702,2025-01-17 17-15-05.906
3777775.172,2025-01-17 17-15-06.872
3792624.085,2025-01-17 17-15-07.845
3879119.913,2025-01-17 17-15-08.809
4042865.842,2025-01-17 17-15-09.919
4259837.317,2025-01-17 17-15-10.887
4307644.574,2025-01-17 17-15-11.857
4257302.059,2025-01-17 17-15-12.826
4200975.217,2025-01-17 17-15-13.941
4238580.284,2025-01-17 17-15-14.906
4302733.001,2025-01-17 17-15-15.884
4215706.845,2025-01-17 17-15-16.843
4108733.017,2025-01-17 17-15-17.822
3978608.532,2025-01-17 17-15-18.942
3826905.478,2025-01-17 17-15-19.911
3655738.226,2025-01-17 17-15-20.882
3564675.126,2025-01-17 17-15-21.848
3661758.23,2025-01-17 17-15-22.818
3998868.99,2025-01-17 17-15-23.925
4323325.343,2025-01-17 17-15-24.894
4447392.661,2025-01-17 17-15-25.873
4468163.369,2025-01-17 17-15-26.837
4489653.261,2025-01-17 17-15-27.808
4466874.199,2025-01-17 17-15-28.906
4419961.825,2025-01-17 17-15-29.873
4329313.959,2025-01-17 17-15-30.839
4312242.452,2025-01-17 17-15-31.940
4421709.517,2025-01-17 17-15-32.904
4219292.926,2025-01-17 17-15-33.880
4038215.405,2025-01-17 17-15-34.857
4004851.956,2025-01-17 17-15-35.834
4005176.487,2025-01-17 17-15-36.938
4139631.127,2025-01-17 17-15-37.910
4519880.773,2025-01-17 17-15-38.873
4637833.219,2025-01-17 17-15-39.837
4646899.245,2025-01-17 17-15-40.946
4601182.838,2025-01-17 17-15-41.919
4571409.252,2025-01-17 17-15-42.889
4533387.014,2025-01-17 17-15-43.857
4509373.57,2025-01-17 17-15-44.830
4502662.209,2025-01-17 17-15-45.809
4483935.613,2025-01-17 17-15-46.931
4479473.386,2025-01-17 17-15-47.904
4464480.11,2025-01-17 17-15-48.861
4428287.494,2025-01-17 17-15-49.842
4451955.492,2025-01-17 17-15-50.816
4407032.352,2025-01-17 17-15-51.931
4250325.286,2025-01-17 17-15-52.906
4201263.844,2025-01-17 17-15-53.883
4184573.422,2025-01-17 17-15-54.861
4169809.241,2025-01-17 17-15-55.832
4155862.591,2025-01-17 17-15-56.944
4161350.446,2025-01-17 17-15-57.917
4153486.111,2025-01-17 17-15-58.887
4155100.962,2025-01-17 17-15-59.867
4227149.463,2025-01-17 17-16-00.832
4138569.902,2025-01-17 17-16-01.805
4023163.523,2025-01-17 17-16-02.910
3845607.674,2025-01-17 17-16-03.875
3836195.373,2025-01-17 17-16-04.838
3892424.348,2025-01-17 17-16-05.813
3947470.908,2025-01-17 17-16-06.916
3970483.074,2025-01-17 17-16-07.886
3903588.673,2025-01-17 17-16-08.856
3779603.261,2025-01-17 17-16-09.823
3771347.826,2025-01-17 17-16-10.934
3818707.761,2025-01-17 17-16-11.910
3845371.507,2025-01-17 17-16-12.885
3834323.307,2025-01-17 17-16-13.858
3822090.789,2025-01-17 17-16-14.829
3867305.689,2025-01-17 17-16-15.806
3895904.092,2025-01-17 17-16-16.916
3928590.478,2025-01-17 17-16-17.887
3951273.867,2025-01-17 17-16-18.861
3912193.624,2025-01-17 17-16-19.844
3871144.336,2025-01-17 17-16-20.825
3917798.213,2025-01-17 17-16-21.941
3939625.057,2025-01-17 17-16-22.913
3952951.522,2025-01-17 17-16-23.891
3983875.915,2025-01-17 17-16-24.864
4157661.384,2025-01-17 17-16-25.831
4358110.183,2025-01-17 17-16-26.933
4401713.043,2025-01-17 17-16-27.900
4383105.787,2025-01-17 17-16-28.879
4323985.704,2025-01-17 17-16-29.856
4272928.751,2025-01-17 17-16-30.834
4201985.297,2025-01-17 17-16-31.813
4093009.382,2025-01-17 17-16-32.923
4066185.641,2025-01-17 17-16-33.899
4025727.059,2025-01-17 17-16-34.873
4022757.555,2025-01-17 17-16-35.837
4025741.941,2025-01-17 17-16-36.810
3991475.675,2025-01-17 17-16-37.920
3946100.092,2025-01-17 17-16-38.883
3867222.565,2025-01-17 17-16-39.861
3971213.444,2025-01-17 17-16-40.830
4081661.327,2025-01-17 17-16-41.936
4116611.957,2025-01-17 17-16-42.812
4144786.745,2025-01-17 17-16-43.939
4224999.371,2025-01-17 17-16-44.902
4249055.581,2025-01-17 17-16-45.873
4119100.858,2025-01-17 17-16-46.841
4074057.551,2025-01-17 17-16-47.813
3989293.401,2025-01-17 17-16-48.928
3881801.155,2025-01-17 17-16-49.905
4021778.947,2025-01-17 17-16-50.876
4126178.252,2025-01-17 17-16-51.849
4148055.263,2025-01-17 17-16-52.820
4145067.444,2025-01-17 17-16-53.922
4132621.056,2025-01-17 17-16-54.905
3997737.866,2025-01-17 17-16-55.866
3833357.838,2025-01-17 17-16-56.837
4104282.937,2025-01-17 17-16-57.808
4301465.421,2025-01-17 17-16-58.927
4347277.816,2025-01-17 17-16-59.894
3995156.765,2025-01-17 17-17-00.871
4098085.773,2025-01-17 17-17-01.836
4168314.332,2025-01-17 17-17-02.947
4478012.706,2025-01-17 17-17-03.917
4371920.652,2025-01-17 17-17-04.898
4049762.128,2025-01-17 17-17-05.872
3969786.368,2025-01-17 17-17-06.831
3982589.286,2025-01-17 17-17-07.807
4076907.566,2025-01-17 17-17-08.911
4317019.442,2025-01-17 17-17-09.885
4583000.172,2025-01-17 17-17-10.850
4403519.565,2025-01-17 17-17-11.825
4328540.638,2025-01-17 17-17-12.937
4369625.286,2025-01-17 17-17-13.916
4484533.581,2025-01-17 17-17-14.895
4635109.547,2025-01-17 17-17-15.859
4408936.414,2025-01-17 17-17-16.824
4279021.834,2025-01-17 17-17-17.928
4248835.108,2025-01-17 17-17-18.900
4161597.667,2025-01-17 17-17-19.872
3988602.985,2025-01-17 17-17-20.850
3983502.804,2025-01-17 17-17-21.823
4113235.718,2025-01-17 17-17-22.934
4172039.474,2025-01-17 17-17-23.922
4119360.812,2025-01-17 17-17-24.889
3964260.35,2025-01-17 17-17-25.854
3986331.236,2025-01-17 17-17-26.828
3997245.942,2025-01-17 17-17-27.930
4077907.051,2025-01-17 17-17-28.908
4164059.268,2025-01-17 17-17-29.884
3964206.942,2025-01-17 17-17-30.864
3866871.796,2025-01-17 17-17-31.831
3842778.419,2025-01-17 17-17-32.940
3882312.014,2025-01-17 17-17-33.906
4035052.012,2025-01-17 17-17-34.878
4162244.854,2025-01-17 17-17-35.842
4177281.15,2025-01-17 17-17-36.818
4184337.203,2025-01-17 17-17-37.934
4168095.639,2025-01-17 17-17-38.905
4104516.026,2025-01-17 17-17-39.886
4002267.449,2025-01-17 17-17-40.851
3963717.334,2025-01-17 17-17-41.821
4162753.089,2025-01-17 17-17-42.922
4645521.864,2025-01-17 17-17-43.902
4730359.261,2025-01-17 17-17-44.868
4605680.664,2025-01-17 17-17-45.849
4499664.438,2025-01-17 17-17-46.834
4425107.682,2025-01-17 17-17-47.822
4334622.082,2025-01-17 17-17-48.934
4198196.077,2025-01-17 17-17-49.901
4264473.765,2025-01-17 17-17-50.872
4341766.77,2025-01-17 17-17-51.848
4456989.941,2025-01-17 17-17-52.812
4442138.616,2025-01-17 17-17-53.929
4214120.822,2025-01-17 17-17-54.891
4024092.978,2025-01-17 17-17-55.861
3738784.922,2025-01-17 17-17-56.830
3697863.683,2025-01-17 17-17-57.808
3714682.551,2025-01-17 17-17-58.913
3839356.253,2025-01-17 17-17-59.884
3936240.165,2025-01-17 17-18-00.851
3997087.632,2025-01-17 17-18-01.819
3895339.531,2025-01-17 17-18-02.916
3649751.03,2025-01-17 17-18-03.889
3570348.398,2025-01-17 17-18-04.857
3624476.327,2025-01-17 17-18-05.829
3696623.285,2025-01-17 17-18-06.944
3757292.735,2025-01-17 17-18-07.909
3724241.644,2025-01-17 17-18-08.880
3721870.423,2025-01-17 17-18-09.854
3705212.054,2025-01-17 17-18-10.823
3726496.281,2025-01-17 17-18-11.946
3866090.717,2025-01-17 17-18-12.915
3894738.73,2025-01-17 17-18-13.890
3888354.453,2025-01-17 17-18-14.871
3871025.858,2025-01-17 17-18-15.840
3854352.47,2025-01-17 17-18-16.816
3853750.914,2025-01-17 17-18-17.927
3843950.492,2025-01-17 17-18-18.907
3869428.776,2025-01-17 17-18-19.883
3909592.635,2025-01-17 17-18-20.854
3904020.005,2025-01-17 17-18-21.828
3863949.851,2025-01-17 17-18-22.849
4051163.33,2025-01-17 17-18-23.812
4435220.81,2025-01-17 17-18-24.935
4528331.276,2025-01-17 17-18-25.902
4508487.643,2025-01-17 17-18-26.875
4494039.531,2025-01-17 17-18-27.841
4460663.409,2025-01-17 17-18-28.824
4488352.621,2025-01-17 17-18-29.937
4686120.481,2025-01-17 17-18-30.914
4733171.854,2025-01-17 17-18-31.886
4641421.11,2025-01-17 17-18-32.858
4420262.185,2025-01-17 17-18-33.832
4194042.772,2025-01-17 17-18-34.939
3901554.952,2025-01-17 17-18-35.907
3819388.101,2025-01-17 17-18-36.883
3735602.45,2025-01-17 17-18-37.854
3755271.396,2025-01-17 17-18-38.817
3802786.785,2025-01-17 17-18-39.925
3832486.499,2025-01-17 17-18-40.900
3811091.403,2025-01-17 17-18-41.863
3732925.206,2025-01-17 17-18-42.837
3711866.419,2025-01-17 17-18-43.943
3768183.955,2025-01-17 17-18-44.898
3940323.079,2025-01-17 17-18-45.868
4007195.366,2025-01-17 17-18-46.855
4019302.298,2025-01-17 17-18-47.816
3997341.049,2025-01-17 17-18-48.932
3976163.312,2025-01-17 17-18-49.904
4077035.281,2025-01-17 17-18-50.878
4261091.449,2025-01-17 17-18-51.845
4337594.108,2025-01-17 17-18-52.818
4338965.977,2025-01-17 17-18-53.932
4302243.427,2025-01-17 17-18-54.908
4107825.629,2025-01-17 17-18-55.886
3712089.474,2025-01-17 17-18-56.867
3604556.839,2025-01-17 17-18-57.836
3576361.289,2025-01-17 17-18-58.942
3556389.861,2025-01-17 17-18-59.904
3632070.359,2025-01-17 17-19-00.874
3756962.397,2025-01-17 17-19-01.838
3799920.267,2025-01-17 17-19-02.814
3843696.543,2025-01-17 17-19-03.936
3905026.087,2025-01-17 17-19-04.909
3936950.229,2025-01-17 17-19-05.871
3948426.921,2025-01-17 17-19-06.854
4043792.143,2025-01-17 17-19-07.827
4313398.019,2025-01-17 17-19-08.934
4394162.832,2025-01-17 17-19-09.905
4404544.279,2025-01-17 17-19-10.885
4382153.076,2025-01-17 17-19-11.861
4330852.803,2025-01-17 17-19-12.843
4302753.374,2025-01-17 17-19-13.811
4285556.527,2025-01-17 17-19-14.917
4288463.272,2025-01-17 17-19-15.873
3961643.355,2025-01-17 17-19-16.845
3384453.719,2025-01-17 17-19-17.816
3777253.377,2025-01-17 17-19-18.934
3659488.616,2025-01-17 17-19-19.899
3842904.291,2025-01-17 17-19-20.866
3939928.065,2025-01-17 17-19-21.841
3988503.431,2025-01-17 17-19-22.812
4006476.727,2025-01-17 17-19-23.933
4148138.158,2025-01-17 17-19-24.905
4266351.259,2025-01-17 17-19-25.868
4420468.335,2025-01-17 17-19-26.839
4460335.011,2025-01-17 17-19-27.948
4450544.831,2025-01-17 17-19-28.914
4357795.824,2025-01-17 17-19-29.896
4093662.014,2025-01-17 17-19-30.865
3776051.188,2025-01-17 17-19-31.827
3660189.758,2025-01-17 17-19-32.934
3603067.101,2025-01-17 17-19-33.900
3621870.366,2025-01-17 17-19-34.870
3677645.595,2025-01-17 17-19-35.838
3780705.357,2025-01-17 17-19-36.947
3897372.941,2025-01-17 17-19-37.919
3975088.828,2025-01-17 17-19-38.903
3985267.441,2025-01-17 17-19-39.878
3992957.875,2025-01-17 17-19-40.849
3961210.927,2025-01-17 17-19-41.817
3941482.29,2025-01-17 17-19-42.945
3929584.248,2025-01-17 17-19-43.915
3958775.057,2025-01-17 17-19-44.883
4014681.127,2025-01-17 17-19-45.844
4012474.142,2025-01-17 17-19-46.819
4024179.698,2025-01-17 17-19-47.931
3941475.458,2025-01-17 17-19-48.908
3789048.134,2025-01-17 17-19-49.883
3708436.157,2025-01-17 17-19-50.862
3748820.652,2025-01-17 17-19-51.831
3904356.865,2025-01-17 17-19-52.944
3943566.392,2025-01-17 17-19-53.911
3918622.085,2025-01-17 17-19-54.880
4073915.771,2025-01-17 17-19-55.858
4268273.867,2025-01-17 17-19-56.832
4152921.468,2025-01-17 17-19-57.943
4386445.881,2025-01-17 17-19-58.917
4570109.168,2025-01-17 17-19-59.880
4389765.539,2025-01-17 17-20-00.864
4268053.008,2025-01-17 17-20-01.831
4120034.039,2025-01-17 17-20-02.856
3989287.357,2025-01-17 17-20-03.822
3929346.193,2025-01-17 17-20-04.924
3932432.12,2025-01-17 17-20-05.882
3818594.007,2025-01-17 17-20-06.845
3518289.588,2025-01-17 17-20-07.830
3421565.561,2025-01-17 17-20-08.941
3394273.008,2025-01-17 17-20-09.919
3496968.321,2025-01-17 17-20-10.886
3591258.352,2025-01-17 17-20-11.863
3634666.133,2025-01-17 17-20-12.825
3685184.785,2025-01-17 17-20-13.939
3799567.849,2025-01-17 17-20-14.919
3805814.158,2025-01-17 17-20-15.890
3790877.572,2025-01-17 17-20-16.859
3771376.144,2025-01-17 17-20-17.831
3738137.694,2025-01-17 17-20-18.950
3736909.211,2025-01-17 17-20-19.926
3778094.494,2025-01-17 17-20-20.892
3785478.843,2025-01-17 17-20-21.873
3813909.195,2025-01-17 17-20-22.845
3894493.189,2025-01-17 17-20-23.822
3958627.689,2025-01-17 17-20-24.936
3988195.62,2025-01-17 17-20-25.904
3989291.381,2025-01-17 17-20-26.879
3977135.865,2025-01-17 17-20-27.843
4066640.682,2025-01-17 17-20-28.810
4386098.741,2025-01-17 17-20-29.935
4620622.309,2025-01-17 17-20-30.914
4638348.925,2025-01-17 17-20-31.886
4559213.077,2025-01-17 17-20-32.858
4502678.8,2025-01-17 17-20-33.828
4457778.019,2025-01-17 17-20-34.942
4424884.153,2025-01-17 17-20-35.918
4368711.081,2025-01-17 17-20-36.890
4362369.227,2025-01-17 17-20-37.867
4402583.829,2025-01-17 17-20-38.843
4328808.783,2025-01-17 17-20-39.816
4189955.206,2025-01-17 17-20-40.918
4170860.304,2025-01-17 17-20-41.895
4219042.563,2025-01-17 17-20-42.871
4238789.684,2025-01-17 17-20-43.833
4317661.156,2025-01-17 17-20-44.946
4364439.158,2025-01-17 17-20-45.913
4447993.189,2025-01-17 17-20-46.896
4626218.021,2025-01-17 17-20-47.864
4659455.378,2025-01-17 17-20-48.829
4464525.903,2025-01-17 17-20-49.946
3923771.786,2025-01-17 17-20-50.912
3801949.542,2025-01-17 17-20-51.880
4061177.298,2025-01-17 17-20-52.848
4158251.6,2025-01-17 17-20-53.817
4065217.578,2025-01-17 17-20-54.924
3779472.54,2025-01-17 17-20-55.901
3732251.832,2025-01-17 17-20-56.869
3785081.579,2025-01-17 17-20-57.834
3903931.439,2025-01-17 17-20-58.942
4088461.939,2025-01-17 17-20-59.901
4239469.794,2025-01-17 17-21-00.876
4360142.89,2025-01-17 17-21-01.841
4360040.409,2025-01-17 17-21-02.941
4337805.524,2025-01-17 17-21-03.908
4254884.096,2025-01-17 17-21-04.882
4080827.789,2025-01-17 17-21-05.855
4035764.403,2025-01-17 17-21-06.826
3989398.055,2025-01-17 17-21-07.938
3975122.941,2025-01-17 17-21-08.917
3992777.606,2025-01-17 17-21-09.880
3941397.197,2025-01-17 17-21-10.850
3829689.188,2025-01-17 17-21-11.817
3851984.497,2025-01-17 17-21-12.923
3945186.985,2025-01-17 17-21-13.896
3769851.28,2025-01-17 17-21-14.865
3736296.968,2025-01-17 17-21-15.848
3750019.966,2025-01-17 17-21-16.813
3819231.416,2025-01-17 17-21-17.928
3927882.434,2025-01-17 17-21-18.891
3951548.011,2025-01-17 17-21-19.864
3971101.362,2025-01-17 17-21-20.830
3988335.68,2025-01-17 17-21-21.942
4062788.14,2025-01-17 17-21-22.922
4078881.121,2025-01-17 17-21-23.899
4118823.994,2025-01-17 17-21-24.871
4303153.648,2025-01-17 17-21-25.837
4402803.318,2025-01-17 17-21-26.948
4367685.441,2025-01-17 17-21-27.909
4254721.383,2025-01-17 17-21-28.889
4160410.339,2025-01-17 17-21-29.875
4163030.592,2025-01-17 17-21-30.834
4068754.346,2025-01-17 17-21-31.808
4037001.715,2025-01-17 17-21-32.909
4040303.8,2025-01-17 17-21-33.880
4045857.609,2025-01-17 17-21-34.846
4067388.17,2025-01-17 17-21-35.824
4079709.211,2025-01-17 17-21-36.941
4024196.167,2025-01-17 17-21-37.918
3865858.188,2025-01-17 17-21-38.893
3796961.191,2025-01-17 17-21-39.863
3810570.709,2025-01-17 17-21-40.839
3938603.728,2025-01-17 17-21-41.811
4005480.598,2025-01-17 17-21-42.820
4043901.247,2025-01-17 17-21-43.941
3992665.904,2025-01-17 17-21-44.903
3988684.527,2025-01-17 17-21-45.877
4079047.848,2025-01-17 17-21-46.845
4159928.629,2025-01-17 17-21-47.827
3785815.907,2025-01-17 17-21-48.943
3738517.318,2025-01-17 17-21-49.919
3863963.427,2025-01-17 17-21-50.901
3682505.775,2025-01-17 17-21-51.881
3685463.992,2025-01-17 17-21-52.851
3844050.824,2025-01-17 17-21-53.823
3914425.435,2025-01-17 17-21-54.921
4065892.726,2025-01-17 17-21-55.895
4129302.198,2025-01-17 17-21-56.857
4170529.449,2025-01-17 17-21-57.839
4096050.835,2025-01-17 17-21-58.942
4155686.786,2025-01-17 17-21-59.911
4430303.58,2025-01-17 17-22-00.878
4510076.167,2025-01-17 17-22-01.852
4380843.822,2025-01-17 17-22-02.825
4102452.266,2025-01-17 17-22-03.945
4097157.323,2025-01-17 17-22-04.919
4025908.924,2025-01-17 17-22-05.887
3865657.308,2025-01-17 17-22-06.861
3886104.176,2025-01-17 17-22-07.840
4057684.211,2025-01-17 17-22-08.947
4127821.821,2025-01-17 17-22-09.916
4175793.936,2025-01-17 17-22-10.892
4175571.845,2025-01-17 17-22-11.857
4220478.271,2025-01-17 17-22-12.827
4281210.43,2025-01-17 17-22-13.947
2858730.426,2025-01-17 17-22-14.914
944926.2014,2025-01-17 17-22-15.892
3404531.693,2025-01-17 17-22-16.863
2979560.011,2025-01-17 17-22-17.834
1793546.281,2025-01-17 17-22-18.947
5552713.501,2025-01-17 17-22-19.918
6822908.638,2025-01-17 17-22-20.887
5636164.723,2025-01-17 17-22-21.859
2012166.152,2025-01-17 17-22-22.832
2484998.113,2025-01-17 17-22-23.946
5350978.261,2025-01-17 17-22-24.920
3527131.573,2025-01-17 17-22-25.894
4084404.018,2025-01-17 17-22-26.871
5699002.517,2025-01-17 17-22-27.862
2958419.545,2025-01-17 17-22-28.828
3141183.867,2025-01-17 17-22-29.946
5624856.424,2025-01-17 17-22-30.912
5455540.865,2025-01-17 17-22-31.892
3339866.251,2025-01-17 17-22-32.868
498344.1648,2025-01-17 17-22-34.942
4100774.989,2025-01-17 17-22-35.916
5265667.524,2025-01-17 17-22-36.892
4995093.721,2025-01-17 17-22-37.868
3065835.641,2025-01-17 17-22-38.829
483327.9748,2025-01-17 17-22-41.882
1254662.088,2025-01-17 17-22-42.849
2007891.67,2025-01-17 17-22-43.826
3533459.364,2025-01-17 17-22-44.941
6516151.806,2025-01-17 17-22-45.918
5320739.078,2025-01-17 17-22-46.892
3231459.211,2025-01-17 17-22-47.875
5265868.481,2025-01-17 17-22-48.845
6077255.721,2025-01-17 17-22-49.834
6241083.505,2025-01-17 17-22-50.941
5643740.855,2025-01-17 17-22-51.911
5215521.749,2025-01-17 17-22-52.877
4594331.616,2025-01-17 17-22-53.850
2686840.306,2025-01-17 17-22-54.826
689062.6717,2025-01-17 17-22-55.928
3189640.275,2025-01-17 17-22-56.899
4104829.275,2025-01-17 17-22-57.875
4414884.145,2025-01-17 17-22-58.838
4415664.166,2025-01-17 17-22-59.942
4340445.048,2025-01-17 17-23-00.910
4326165.371,2025-01-17 17-23-01.882
4374261.109,2025-01-17 17-23-02.833
4291905.506,2025-01-17 17-23-03.820
4264952.174,2025-01-17 17-23-04.928
4267789.895,2025-01-17 17-23-05.892
4306166.457,2025-01-17 17-23-06.856
4366878.888,2025-01-17 17-23-07.825
4383139.867,2025-01-17 17-23-08.929
4428110.482,2025-01-17 17-23-09.902
4582957.857,2025-01-17 17-23-10.879
4579512.586,2025-01-17 17-23-11.850
4400851.144,2025-01-17 17-23-12.825
4304220.753,2025-01-17 17-23-13.947
4256317.105,2025-01-17 17-23-14.911
4342222.597,2025-01-17 17-23-15.884
3281769.394,2025-01-17 17-23-16.851
1452457.074,2025-01-17 17-23-17.820
3796183.013,2025-01-17 17-23-18.933
3464396.053,2025-01-17 17-23-19.900
1814685.84,2025-01-17 17-23-20.868
4252433.467,2025-01-17 17-23-21.840
5170274.588,2025-01-17 17-23-22.811
3896285.339,2025-01-17 17-23-23.925
1500718.779,2025-01-17 17-23-24.892
3797589.016,2025-01-17 17-23-25.910
3424958.581,2025-01-17 17-23-26.882
1672435.44,2025-01-17 17-23-27.849
3971846.237,2025-01-17 17-23-28.815
3394016.468,2025-01-17 17-23-29.928
1266863.158,2025-01-17 17-23-30.899
2097872.025,2025-01-17 17-23-31.869
899754.7461,2025-01-17 17-23-32.843
2315135.812,2025-01-17 17-23-33.952
1431714.327,2025-01-17 17-23-34.924
2804812.929,2025-01-17 17-23-35.895
783293.0975,2025-01-17 17-23-36.865
1033529.947,2025-01-17 17-23-37.827
1742171.074,2025-01-17 17-23-38.943
3237657.094,2025-01-17 17-23-39.921
5142388.787,2025-01-17 17-23-40.893
4022010.646,2025-01-17 17-23-41.860
6334429.43,2025-01-17 17-23-42.840
6974183.894,2025-01-17 17-23-43.946
6839873.168,2025-01-17 17-23-44.910
6459060.499,2025-01-17 17-23-45.878
6139280.864,2025-01-17 17-23-46.854
5849070.456,2025-01-17 17-23-47.826
5618183.982,2025-01-17 17-23-48.951
3835015.103,2025-01-17 17-23-49.927
300686.1276,2025-01-17 17-23-51.867
2411347.871,2025-01-17 17-23-52.835
497961.7055,2025-01-17 17-23-53.945
1213007.161,2025-01-17 17-23-54.916
3172325.423,2025-01-17 17-23-55.876
2285026.683,2025-01-17 17-23-56.851
3428337.088,2025-01-17 17-23-57.817
1232117.105,2025-01-17 17-23-58.929
2368621.451,2025-01-17 17-23-59.899
4398500.172,2025-01-17 17-24-00.869
3649287.357,2025-01-17 17-24-01.844
4389063.158,2025-01-17 17-24-02.812
1817890.668,2025-01-17 17-24-09.882
4985428.555,2025-01-17 17-24-10.850
4916930.288,2025-01-17 17-24-11.814
4658838.649,2025-01-17 17-24-12.922
4729664.781,2025-01-17 17-24-13.894
4710685.556,2025-01-17 17-24-14.857
4826211.613,2025-01-17 17-24-15.824
4376768.421,2025-01-17 17-24-16.927
4295107.944,2025-01-17 17-24-17.894
4585845.38,2025-01-17 17-24-18.867
4755243.764,2025-01-17 17-24-19.829
4788584.65,2025-01-17 17-24-20.935
4707378.259,2025-01-17 17-24-21.909
4561206.711,2025-01-17 17-24-22.879
4584095.508,2025-01-17 17-24-23.855
4490393.298,2025-01-17 17-24-24.829
4214298.878,2025-01-17 17-24-25.949
4050862.769,2025-01-17 17-24-26.920
4012746.741,2025-01-17 17-24-27.893
3995492.56,2025-01-17 17-24-28.862
3991668.516,2025-01-17 17-24-29.842
4015121.912,2025-01-17 17-24-30.819
4027561.384,2025-01-17 17-24-31.931
4008488.897,2025-01-17 17-24-32.906
4042534.512,2025-01-17 17-24-33.885
4045216.834,2025-01-17 17-24-34.864
2764023.102,2025-01-17 17-24-35.832
461751.8896,2025-01-17 17-24-41.945
1936273.902,2025-01-17 17-24-42.919
