data,timestamp
328794.835,1739527780.423232
201558.470,1739527780.986956
124674.485,1739527781.395573
127246.738,1739527781.907531
144315.016,1739527782.418833
184230.950,1739527782.981460
219842.478,1739527783.392257
248654.106,1739527783.904261
267368.764,1739527784.415515
270130.037,1739527784.978850
317963.918,1739527785.388378
436904.005,1739527785.952534
535051.578,1739527786.361603
600318.109,1739527786.924749
668726.888,1739527787.385109
742135.875,1739527787.948077
817473.970,1739527788.459621
895876.947,1739527788.869053
928862.591,1739527789.432671
889806.407,1739527789.996249
841900.206,1739527790.405545
779992.044,1739527790.917390
769084.879,1739527791.428735
838943.281,1739527791.888793
888218.335,1739527792.400653
904866.476,1739527792.912540
924651.626,1739527793.424956
949381.179,1739527793.885021
971433.665,1739527794.396066
989243.017,1739527794.959433
1036100.801,1739527795.420486
1128985.355,1739527795.932453
1184497.541,1739527796.392916
1180721.955,1739527796.903330
1108995.421,1739527797.415942
929419.394,1739527797.927051
756493.936,1739527798.438455
594054.330,1739527798.898692
447553.408,1739527799.410463
326187.185,1739527799.922338
275837.872,1739527800.382891
337218.063,1739527800.894836
381788.444,1739527801.406949
399893.135,1739527801.918283
399907.609,1739527802.378393
371432.723,1739527802.941174
409110.291,1739527803.401451
550854.233,1739527803.913128
641076.602,1739527804.424975
650043.862,1739527804.937228
631202.196,1739527805.398044
568518.446,1739527805.909844
509379.006,1739527806.421172
455794.108,1739527806.933010
450744.336,1739527807.394094
522029.519,1739527807.906556
590162.546,1739527808.418507
653326.030,1739527808.929803
740363.044,1739527809.390569
864991.812,1739527809.902821
1040918.155,1739527810.414270
1297854.357,1739527810.926206
1528382.154,1739527811.386718
1717069.425,1739527811.898358
1801756.410,1739527812.408945
1721271.520,1739527812.921246
1718932.952,1739527813.433026
1840540.789,1739527813.893232
1921740.561,1739527814.405354
1938691.247,1739527814.916777
1927891.068,1739527815.427998
1872960.623,1739527815.940233
1864441.762,1739527816.400127
1929635.183,1739527816.911502
